artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename,SAG
Canaletto,c.1737,veduta,1143.0,683.0,200932.0,wikiart,바로크 양식,Piazzetand the Doge s Palace from the Bacino di San Marco,train_and_test,False,65978.jpg,Baroque||Canaletto||veduta
John Singer Sargent,c.1908,landscape,1216.0,851.0,66637.0,wikiart,인상주의,Mountain Fire,train_and_test,False,39572.jpg,Impressionism||John Singer Sargent||landscape
Francisco Goya,,portrait,487.0,593.0,13526.0,wikiart,낭만주의,The Count of Tajo,train_and_test,False,99286.jpg,Romanticism||Francisco Goya||portrait
Filipp Malyavin,,portrait,676.0,900.0,135466.0,wikiart,아르누보,Portrait of a rich peasant,test_only,False,87319.jpg,Art Nouveau (Modern)||Filipp Malyavin||portrait
Max Ernst,1934,illustration,1205.0,1416.0,365598.0,wikiart,초현실주의,"Illustration to ""A Week of Kindness""",train_and_test,False,67418.jpg,Surrealism||Max Ernst||illustration
Canaletto,1730,veduta,1342.0,770.0,169981.0,wikiart,바로크 양식,The Molo Looking West,train_and_test,False,83683.jpg,Baroque||Canaletto||veduta
James Ward ,,animal painting,944.0,783.0,253966.0,wikiart,낭만주의,Landscape with Sheep,train_and_test,False,32522.jpg,Romanticism||James Ward ||animal painting
Karl Bryullov,1835,genre painting,687.0,1000.0,141396.0,wikiart,낭만주의,Mountain hunters,train_and_test,False,53601.jpg,Romanticism||Karl Bryullov||genre painting
Ilka Gedo,1972.0,abstract,750.0,722.0,222685.0,wikiart,표현주의,Nodding Artificial Flower (Red Version),test_only,False,97022.jpg,Expressionism||Ilka Gedo||abstract
George Morland,1792.0,genre painting,944.0,686.0,69195.0,wikiart,로코코 양식,Smugglers,train_and_test,False,69303.jpg,Rococo||George Morland||genre painting
Charles M. Russell,1900.0,genre painting,1350.0,895.0,349094.0,wikiart,낭만주의,Planning the Attack ,train_and_test,False,16662.jpg,Romanticism||Charles M. Russell||genre painting
Carl-Ludwig Johann Christineck,c.1770,portrait,426.0,550.0,37987.0,wikiart,로코코 양식,"Portrait of Alexandra Perfilyeva, née Countess Tolstaya",train_and_test,False,63815.jpg,Rococo||Carl-Ludwig Johann Christineck||portrait
Honore Daumier,1873,genre painting,1759.0,1304.0,377421.0,wikiart,사실주의,Two Sculptors,train_and_test,False,68022.jpg,Realism||Honore Daumier||genre painting
Dorothy Lathrop,1928.0,illustration,1032.0,714.0,198767.0,wikiart,아르누보,The Treasure of Carcassonne ,train_and_test,False,71739.jpg,Art Nouveau (Modern)||Dorothy Lathrop||illustration
Zinaida Serebriakova,1912,landscape,1000.0,492.0,108427.0,wikiart,인상주의,Neskuchnoye. Field. ,train_and_test,False,15505.jpg,Impressionism||Zinaida Serebriakova||landscape
John Jackson,,portrait,573.0,685.0,44311.0,wikiart,로코코 양식,Sir Joshua Reynolds (copy after Joshua Reynolds),test_only,False,24139.jpg,Rococo||John Jackson||portrait
John Jackson,,portrait,669.0,800.0,39294.0,wikipedia,로코코 양식,"Frederick, Duke of York and Albany",test_only,False,5684.jpg,Rococo||John Jackson||portrait
Adriaen van Ostade,1674,genre painting,790.0,916.0,91149.0,wikiart,바로크 양식,Merrymakers in an Inn,train_and_test,False,61238.jpg,Baroque||Adriaen van Ostade||genre painting
William Collins,1835.0,genre painting,944.0,625.0,80895.0,wikiart,낭만주의,Barmouth Sands,train_and_test,False,25722.jpg,Romanticism||William Collins||genre painting
Claude Monet,1900,landscape,2000.0,1922.0,3470994.0,wikiart,인상주의,The Iris Garden at Giverny,train_and_test,False,94976.jpg,Impressionism||Claude Monet||landscape
Claude Monet,1916,flower painting,1600.0,1607.0,692505.0,wikiart,인상주의,Water Lilies,train_and_test,False,89098.jpg,Impressionism||Claude Monet||flower painting
Thomas Eakins,1872,portrait,599.0,775.0,112935.0,wikiart,사실주의,Kathrin,train_and_test,False,1634.jpg,Realism||Thomas Eakins||portrait
Ivan Aivazovsky,,landscape,1000.0,783.0,143211.0,wikiart,낭만주의,Yalta. The mountains at night,train_and_test,False,95629.jpg,Romanticism||Ivan Aivazovsky||landscape
Rembrandt,c.1633,religious painting,756.0,1000.0,803486.0,wikiart,바로크 양식,The Elevation Of The Cross,train_and_test,False,53444.jpg,Baroque||Rembrandt||religious painting
Joan Miro,1973,abstract,654.0,655.0,69278.0,wikiart,초현실주의,May,train_and_test,False,7054.jpg,Surrealism||Joan Miro||abstract
Francisco de Zurbaran,,religious painting,388.0,640.0,41843.0,wikiart,바로크 양식,The Child Jesus in the spine,test_only,False,44002.jpg,Baroque||Francisco de Zurbaran||religious painting
Paul Gauguin,1879,landscape,1131.0,726.0,257142.0,wikiart,인상주의,Riverside (Breton landscape),train_and_test,False,43912.jpg,Impressionism||Paul Gauguin||landscape
Rembrandt,1645,religious painting,1054.0,1280.0,1038924.0,wikiart,바로크 양식,Abraham and Isaac,train_and_test,False,67825.jpg,Baroque||Rembrandt||religious painting
Childe Hassam,1914,genre painting,1024.0,1024.0,1413515.0,wikiart,인상주의,Morning Light,train_and_test,False,45244.jpg,Impressionism||Childe Hassam||genre painting
Ilya Repin,1870.0,portrait,772.0,1000.0,116069.0,wikiart,사실주의,Portrait of an old woman,train_and_test,False,13126.jpg,Realism||Ilya Repin||portrait
Bartolome Esteban Murillo,1670,religious painting,800.0,305.0,70366.0,wikipedia,바로크 양식,Moses and the water from the rock of Horeb,train_and_test,False,42586.jpg,Baroque||Bartolome Esteban Murillo||religious painting
Vasily Polenov,1881,landscape,1000.0,565.0,183876.0,wikiart,사실주의,A yard,train_and_test,False,70280.jpg,Realism||Vasily Polenov||landscape
Hieronymus Bosch,,religious painting,1805.0,2609.0,1440122.0,wikiart,북부 르네상스,Group of Victims,train_and_test,False,1510.jpg,Northern Renaissance||Hieronymus Bosch||religious painting
Robert Julian Onderdonk,1921.0,landscape,1280.0,863.0,1723254.0,wikiart,인상주의,"Redbud Tree in Bloom at Leon Springs, San Antonio",train_and_test,False,22176.jpg,Impressionism||Robert Julian Onderdonk||landscape
Salvador Dali,1965,religious painting,640.0,952.0,115184.0,wikiart,초현실주의,Untitled (St. John from Behind),train_and_test,False,2245.jpg,Surrealism||Salvador Dali||religious painting
Berthe Morisot,1894,portrait,877.0,1101.0,212918.0,wikiart,인상주의,The Black Finger Bandage,train_and_test,False,3228.jpg,Impressionism||Berthe Morisot||portrait
Antoine Watteau,c.1717,genre painting,1475.0,1158.0,437242.0,wikiart,로코코 양식,Maskerade,train_and_test,False,34758.jpg,Rococo||Antoine Watteau||genre painting
Maxime Maufra,1891,landscape,1000.0,546.0,242689.0,wikiart,인상주의,Cottages in the Snow,train_and_test,False,92403.jpg,Impressionism||Maxime Maufra||landscape
Hans Memling,1490,religious painting,1030.0,821.0,193807.0,wikiart,북부 르네상스,"Christ Blessing, central panel from a triptych from the Church of Santa Maria la Real, Najera ",train_and_test,False,18453.jpg,Northern Renaissance||Hans Memling||religious painting
Childe Hassam,1919,landscape,1280.0,701.0,551082.0,wikiart,인상주의,California,train_and_test,False,68460.jpg,Impressionism||Childe Hassam||landscape
Lynd Ward,1931.0,illustration,813.0,1321.0,321677.0,wikiart,표현주의,"Alec Waugh's ""Most Women...""",train_and_test,False,7371.jpg,Expressionism||Lynd Ward||illustration
Amedeo Modigliani,1917,portrait,829.0,1106.0,59899.0,wikiart,표현주의,Anna (Hanka) Zborowska,train_and_test,False,8672.jpg,Expressionism||Amedeo Modigliani||portrait
Salvador Dali,1938,landscape,1976.0,1600.0,1699538.0,wikiart,초현실주의,Mountain Lake,train_and_test,False,12771.jpg,Surrealism||Salvador Dali||landscape
Anders Zorn,1911,portrait,791.0,1060.0,137429.0,wikiart,사실주의,William H. Taft,train_and_test,False,78061.jpg,Realism||Anders Zorn||portrait
Rembrandt,1656,portrait,943.0,1280.0,686221.0,wikiart,바로크 양식,The artist`s son Titus,train_and_test,False,21608.jpg,Baroque||Rembrandt||portrait
Konstantin Makovsky,1885,portrait,595.0,1000.0,90961.0,wikiart,낭만주의,Portrait of an Unknown,train_and_test,False,101942.jpg,Romanticism||Konstantin Makovsky||portrait
Carl-Ludwig Johann Christineck,,portrait,416.0,550.0,31526.0,wikiart,로코코 양식,Heinrich Friedrich Wilhelm von Ploets,train_and_test,False,17609.jpg,Rococo||Carl-Ludwig Johann Christineck||portrait
Childe Hassam,1906,landscape,1280.0,898.0,1575117.0,wikiart,인상주의,"Newfields, New Hampshire",train_and_test,False,66994.jpg,Impressionism||Childe Hassam||landscape
Jose Ferraz de Almeida Junior,1895.0,landscape,1280.0,974.0,379045.0,wikipedia,사실주의,Tabatinguera Bridge,test_only,False,34039.jpg,Realism||Jose Ferraz de Almeida Junior||landscape
Camille Pissarro,1898,landscape,1109.0,916.0,184606.0,wikiart,인상주의,Mother Lucien s Field at Eragny,train_and_test,False,602.jpg,Impressionism||Camille Pissarro||landscape
Francisco de Zurbaran,1632,religious painting,602.0,900.0,150630.0,wikiart,바로크 양식,Meditation of St. Francis,test_only,False,96945.jpg,Baroque||Francisco de Zurbaran||religious painting
Gustave Dore,,illustration,821.0,1069.0,339036.0,wikiart,낭만주의,The Sinews of War,train_and_test,False,72019.jpg,Romanticism||Gustave Dore||illustration
Isaac Levitan,,landscape,1000.0,731.0,146163.0,wikiart,사실주의,Widely,train_and_test,False,88789.jpg,Realism||Isaac Levitan||landscape
John Singer Sargent,1879,portrait,816.0,1206.0,109831.0,wikiart,사실주의,Edouard Pailleron,train_and_test,False,73495.jpg,Realism||John Singer Sargent||portrait
Gustave Caillebotte,1881,genre painting,5164.0,4087.0,3587461.0,wikiart,인상주의,Rising Road,train_and_test,False,29616.jpg,Impressionism||Gustave Caillebotte||genre painting
Thomas Lawrence,,portrait,769.0,944.0,71849.0,wikiart,낭만주의,Portrait of a Bishop,train_and_test,False,53035.jpg,Romanticism||Thomas Lawrence||portrait
Viktor Vasnetsov,1885.0,design,774.0,592.0,74772.0,wikiart,낭만주의,Jesters ,train_and_test,False,19160.jpg,Romanticism||Viktor Vasnetsov||design
Ivan Shishkin,1867.0,landscape,1000.0,610.0,207118.0,wikiart,사실주의,Landscape with a Hunter. Valaam Island,train_and_test,False,54248.jpg,Realism||Ivan Shishkin||landscape
Dante Gabriel Rossetti,1867,portrait,1406.0,2000.0,898833.0,wikiart,낭만주의,The loving cup,train_and_test,False,45154.jpg,Romanticism||Dante Gabriel Rossetti||portrait
Balthus,1958,portrait,618.0,800.0,134428.0,wikiart,표현주의,Portrait of Baroness Alain de Rothschild,test_only,False,38640.jpg,Expressionism||Balthus||portrait
Francisco de Zurbaran,1627,religious painting,1576.0,2499.0,230948.0,wikiart,바로크 양식,St. Gregory,test_only,False,38698.jpg,Baroque||Francisco de Zurbaran||religious painting
Jean Cocteau,1958.0,design,616.0,600.0,57406.0,wikiart,표현주의,Etrurie,train_and_test,False,35847.jpg,Expressionism||Jean Cocteau||design
John Ruskin,1832.0,landscape,2024.0,2668.0,3360642.0,wikiart,낭만주의,Trees and Pond ,train_and_test,False,4871.jpg,Romanticism||John Ruskin||landscape
Claude Monet,1882,landscape,2500.0,1810.0,3696634.0,wikiart,인상주의,The Custom`s House,train_and_test,False,76359.jpg,Impressionism||Claude Monet||landscape
Toyen,,figurative,425.0,458.0,30593.0,wikiart,표현주의,A Girl with the Pine Branches,train_and_test,False,88900.jpg,Expressionism||Toyen||figurative
Giovanni Boldini,1914,portrait,616.0,1200.0,166578.0,wikiart,인상주의,"Mrs. Leeds, the later Princess Anastasia of Greece (and Denmark)",train_and_test,False,43526.jpg,Impressionism||Giovanni Boldini||portrait
Ivan Aivazovsky,1871,marina,1000.0,741.0,125879.0,wikiart,낭만주의,Ships in the stormy sea. Sunrise ,train_and_test,False,86976.jpg,Romanticism||Ivan Aivazovsky||marina
Thomas Sully,1838.0,portrait,880.0,1023.0,267308.0,wikiart,낭만주의,Elizabeth Anne Bates ,train_and_test,False,89093.jpg,Romanticism||Thomas Sully||portrait
Johan Hendrik Weissenbruch,,landscape,667.0,1000.0,947780.0,wikiart,사실주의,On The Tow Path Along The River Amstel,train_and_test,False,93125.jpg,Realism||Johan Hendrik Weissenbruch||landscape
Leon Arthur Tutundjian,1926.0,still life,550.0,409.0,187239.0,wikiart,초현실주의,Nature morte a la coupe de fruits,test_only,False,35931.jpg,Surrealism||Leon Arthur Tutundjian||still life
Alfred Sisley,1883,landscape,900.0,728.0,219323.0,wikiart,인상주의,Bridge over the Orvanne near Moret,train_and_test,False,3330.jpg,Impressionism||Alfred Sisley||landscape
Antoine Blanchard,,cityscape,1156.0,750.0,1556296.0,wikiart,인상주의,Boulevard Haussmann,train_and_test,False,21033.jpg,Impressionism||Antoine Blanchard||cityscape
Berthe Morisot,1893,genre painting,604.0,480.0,45925.0,wikiart,인상주의,Young girl lying,train_and_test,False,73045.jpg,Impressionism||Berthe Morisot||genre painting
Vasily Perov,1865,genre painting,1200.0,983.0,369215.0,wikiart,사실주의,Last Journey,train_and_test,False,80982.jpg,Realism||Vasily Perov||genre painting
Rene Magritte,1966,symbolic painting,800.0,537.0,77046.0,wikiart,초현실주의,The endearing truth,train_and_test,False,23985.jpg,Surrealism||Rene Magritte||symbolic painting
Vasily Tropinin,1839,portrait,1400.0,1841.0,370680.0,wikiart,낭만주의,Portrait of Ivan Vitali,train_and_test,False,43508.jpg,Romanticism||Vasily Tropinin||portrait
Henri Fantin-Latour,1889,flower painting,800.0,648.0,106370.0,wikiart,사실주의,Bouquet of Roses and Other Flowers,train_and_test,False,32269.jpg,Realism||Henri Fantin-Latour||flower painting
Jan Matejko,,portrait,450.0,600.0,53531.0,wikiart,낭만주의,Casimir Jagiellonian,train_and_test,False,83671.jpg,Romanticism||Jan Matejko||portrait
Rudolf von Alt,1839,landscape,4236.0,2988.0,7696428.0,wikiart,낭만주의,Altausseersee with Trisselwand,train_and_test,False,17940.jpg,Romanticism||Rudolf von Alt||landscape
Camille Corot,c.1850,landscape,1137.0,737.0,418699.0,wikiart,사실주의,In the Vicinity of Geneva,train_and_test,False,31059.jpg,Realism||Camille Corot||landscape
Gustave Courbet,1854,landscape,1576.0,1162.0,205723.0,wikiart,사실주의,The Flood Gate at Optevoz,train_and_test,False,10124.jpg,Realism||Gustave Courbet||landscape
Dorothy Lathrop,1929.0,illustration,1032.0,1345.0,397819.0,wikiart,아르누보,HITTY by Rachel Field 14,train_and_test,False,11633.jpg,Art Nouveau (Modern)||Dorothy Lathrop||illustration
Konstantin Makovsky,,portrait,690.0,1000.0,149910.0,wikiart,사실주의,Girl with flowers,train_and_test,False,8544.jpg,Realism||Konstantin Makovsky||portrait
Raphael Kirchner,,design,400.0,600.0,71630.0,wikiart,아르누보,Viennese Blood,train_and_test,False,50578.jpg,Art Nouveau (Modern)||Raphael Kirchner||design
Orest Kiprensky,c.1820,portrait,660.0,800.0,201668.0,wikiart,낭만주의,Female portrait,train_and_test,False,58257.jpg,Romanticism||Orest Kiprensky||portrait
John Singer Sargent,1913,cityscape,1065.0,832.0,224871.0,wikiart,인상주의,"Palazzo Labia, Venice",train_and_test,False,25370.jpg,Impressionism||John Singer Sargent||cityscape
Bartolome Esteban Murillo,1682,religious painting,1038.0,774.0,123201.0,wikiart,바로크 양식,The Martyrdom of St. Andrew,train_and_test,False,63607.jpg,Baroque||Bartolome Esteban Murillo||religious painting
Tom Roberts,1898.0,portrait,1024.0,1235.0,353409.0,wikiart,인상주의,Miss Florence Greaves,test_only,False,67957.jpg,Impressionism||Tom Roberts||portrait
Benjamin West,1778,portrait,1006.0,1500.0,670048.0,wikiart,로코코 양식,Princes William and Edward,train_and_test,False,3434.jpg,Rococo||Benjamin West||portrait
Mykola Pymonenko,,genre painting,600.0,473.0,45830.0,wikipedia,사실주의,Fair,test_only,False,57512.jpg,Realism||Mykola Pymonenko||genre painting
Vladimir Makovsky,1919,genre painting,748.0,1000.0,128645.0,wikiart,사실주의,On the grand staircase,train_and_test,False,70048.jpg,Realism||Vladimir Makovsky||genre painting
Charles Turner,1811.0,portrait,563.0,800.0,133285.0,wikiart,낭만주의,John Cooke ,train_and_test,False,49423.jpg,Romanticism||Charles Turner||portrait
Ernst Ludwig Kirchner,1909,genre painting,780.0,568.0,216601.0,wikiart,표현주의,Equestrienne,train_and_test,False,12902.jpg,Expressionism||Ernst Ludwig Kirchner||genre painting
Childe Hassam,1898,cityscape,1280.0,1021.0,446305.0,wikiart,인상주의,"Houses of Parliament, Early Evening",train_and_test,False,30725.jpg,Impressionism||Childe Hassam||cityscape
Thomas Lawrence,1821.0,portrait,635.0,800.0,88825.0,wikiart,낭만주의,Humphry Davy  ,train_and_test,False,76020.jpg,Romanticism||Thomas Lawrence||portrait
Pierre-Auguste Renoir,1883,landscape,1244.0,1024.0,372082.0,wikiart,인상주의,Woman under a Tree,train_and_test,False,85268.jpg,Impressionism||Pierre-Auguste Renoir||landscape
Felix Vallotton ,1897,portrait,426.0,548.0,79832.0,wikiart,아르누보,Portrait of French general and politician Joseph Vinoy ,train_and_test,False,52822.jpg,Art Nouveau (Modern)||Felix Vallotton ||portrait
Ivan Kramskoy,1876,portrait,553.0,700.0,13971.0,wikiart,사실주의,Portrait of the Sculptor Mark Antokolsky,train_and_test,False,56921.jpg,Realism||Ivan Kramskoy||portrait
William Merritt Chase,,portrait,860.0,1121.0,207912.0,wikiart,인상주의,The Moroccan Girl,train_and_test,False,32674.jpg,Impressionism||William Merritt Chase||portrait
Zinaida Serebriakova,1932,portrait,749.0,1000.0,134373.0,wikiart,표현주의,Girl in Pink ,train_and_test,False,54965.jpg,Expressionism||Zinaida Serebriakova||portrait
Gustave Courbet,1866,marina,2000.0,1294.0,749355.0,wikiart,사실주의,The Wave,train_and_test,False,63256.jpg,Realism||Gustave Courbet||marina
Paul Delvaux,1961.0,genre painting,800.0,526.0,126051.0,wikiart,초현실주의,Astronomers,train_and_test,False,95153.jpg,Surrealism||Paul Delvaux||genre painting
Peter Paul Rubens,1624,history painting,1026.0,550.0,125946.0,wikiart,바로크 양식,Apotheosis of Henry IV and the Proclamation of the Regency of Marie de Medici ,train_and_test,False,70895.jpg,Baroque||Peter Paul Rubens||history painting
